season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,1,1,22,0,2,1,2,0.1946,0.1836,0.5127,0.6138,75
1,1,1,23,0,2,1,1,0.3333,0.3663,0.605,0.293,69
1,1,1,0,0,3,1,1,0.3122,0.3048,0.6056,0.2094,30
1,1,1,1,0,3,1,2,0.2221,0.2285,0.4343,0.2218,17
1,1,1,2,0,3,1,2,0.1517,0.1582,0.5704,0.1369,9
1,1,1,3,0,3,1,2,0.2894,0.2697,0.4996,0.1109,9
1,1,1,4,0,3,1,3,0.0726,0.0851,0.5729,0.3804,13
1,1,1,5,0,3,1,1,0.2712,0.2583,0.5811,0.0516,71
1,1,1,6,0,3,1,2,0.1617,0.1161,0.5944,0.0751,123
1,1,1,7,0,3,1,1,0.3073,0.2745,0.5281,0.0561,291
1,1,1,8,0,3,1,2,0.1223,0.176,0.4733,0.426,313
1,1,1,9,0,3,1,1,0.173,0.1993,0.3882,0.2191,224
1,1,1,10,0,3,1,1,0.25,0.2285,0.7122,0.4278,158
1,1,1,11,0,3,1,2,0.2615,0.2686,0.603,0.2644,190
1,1,1,12,0,3,1,1,0.1755,0.1733,0.7231,0.3731,242
1,1,1,13,0,3,1,2,0.1961,0.2386,0.5816,0.169,178
1,1,1,14,0,3,1,4,0.286,0.2678,0.598,0.2677,110
1,1,1,15,0,3,1,1,0.2898,0.2821,0.5674,0.0798,246
1,1,1,16,0,3,1,2,0.1947,0.1611,0.556,0.1831,222
1,1,1,17,0,3,1,3,0.1768,0.164,0.6286,0.1189,229
1,1,1,18,0,3,1,2,0.1235,0.0351,0.5637,0.2878,281
1,1,1,19,0,3,1,1,0.2371,0.233,0.7156,0.5678,234
1,1,1,20,0,3,1,2,0.2762,0.2925,0.7666,0.56,150
1,1,1,21,0,3,1,2,0.2299,0.2692,0.7565,0.0624,116
1,1,1,22,0,3,1,2,0.1546,0.1613,0.7856,0.0598,94
1,1,1,23,0,3,1,2,0.3444,0.3162,0.4629,0.118,72
1,1,1,0,0,4,1,1,0.0738,0.0455,0.7439,0.0765,39
1,1,1,1,0,4,1,2,0.2825,0.2541,0.6104,0.2284,11
1,1,1,2,0,4,1,1,0.2362,0.1764,0.612,0.6168,9
1,1,1,3,0,4,1,3,0.2538,0.2336,0.5135,0.4357,8
1,1,1,4,0,4,1,2,0.166,0.1209,0.5546,0.3325,15
1,1,1,5,1,4,0,3,0.2104,0.1819,0.3353,0.1682,20
1,1,1,6,0,4,1,1,0.2416,0.2234,0.6666,0.0281,130
1,1,1,7,0,4,1,1,0.215,0.2142,0.5754,0.1273,330
1,1,1,8,0,4,1,1,0.0955,0.0412,0.5377,0.0493,376
1,1,1,9,0,4,1,1,0.3409,0.3136,0.7601,0.3141,242
1,1,1,10,0,4,1,1,0.2665,0.2738,0.6011,0.5579,180
1,1,1,11,0,4,1,2,0.2235,0.2543,0.489,0.0205,193
1,1,1,12,0,4,1,1,0.228,0.2143,0.5978,0.0774,265
1,1,1,13,1,4,0,3,0.3389,0.3879,0.8054,0.5727,53
1,1,1,14,0,4,1,1,0.169,0.1816,0.5842,0.1518,168
1,1,1,15,0,4,1,1,0.1533,0.1474,0.6968,0.1533,222
1,1,1,16,0,4,1,2,0.2805,0.3038,0.5134,0.1982,259
1,1,1,17,0,4,1,1,0.2534,0.2255,0.6593,0.1242,378
1,1,1,18,0,4,1,2,0.1503,0.1114,0.6246,0.4602,270
1,1,1,19,0,4,1,2,0.2972,0.3102,0.6001,0.159,242
1,1,1,20,0,4,1,2,0.2417,0.2455,0.5413,0.0931,162
1,1,1,21,0,4,1,2,0.1582,0.1816,0.566,0.6266,122
1,1,1,22,0,4,1,2,0.2554,0.2732,0.3736,0.3142,94
1,1,1,23,0,4,1,4,0.2449,0.2929,0.4062,0.2122,46
1,1,1,0,0,5,0,1,0.2166,0.1623,0.4122,0.1697,27
1,1,1,1,0,5,0,2,0.2497,0.2266,0.4161,0.2579,10
1,1,1,2,0,5,0,2,0.2666,0.2447,0.565,0.2652,7
1,1,1,3,0,5,0,1,0.2868,0.3075,0.5385,0.4042,8
1,1,1,4,0,5,0,2,0.2303,0.23,0.4724,0.1926,11
1,1,1,5,0,5,0,2,0.2039,0.2288,0.743,0.3317,36
1,1,1,6,0,5,0,1,0.2395,0.236,0.5662,0.0775,100
1,1,1,7,0,5,0,1,0.3062,0.2903,0.7055,0.2846,236
1,1,1,8,0,5,0,2,0.2669,0.274,0.4216,0.3421,196
1,1,1,9,0,5,0,1,0.1999,0.1978,0.649,0.5232,182
1,1,1,10,0,5,0,1,0.2267,0.227,0.7167,0.1821,111
1,1,1,11,0,5,0,2,0.3394,0.342,0.6464,0.5325,113
1,1,1,12,0,5,0,2,0.2752,0.2745,0.5451,0.0317,141
1,1,1,13,0,5,0,2,0.2334,0.2512,0.5643,0.4422,112
1,1,1,14,0,5,0,1,0.3026,0.289,0.6392,0.5241,99
1,1,1,15,0,5,0,1,0.1848,0.1806,0.6053,0.2347,117
1,1,1,16,0,5,0,2,0.2458,0.2035,0.7296,0.4158,161
1,1,1,17,0,5,0,1,0.3541,0.3659,0.4855,0.4837,290
1,1,1,18,0,5,0,3,0.2685,0.3065,0.714,0.2095,176
1,1,1,19,0,5,0,2,0.3363,0.2654,0.6339,0.1246,146
1,1,1,20,0,5,0,1,0.2169,0.2253,0.6224,0.2432,148
1,1,1,21,0,5,0,2,0.1895,0.1756,0.5768,0.413,81
1,1,1,22,0,5,0,3,0.304,0.2833,0.7259,0.2244,48
1,1,1,23,0,5,0,3,0.0948,0.1089,0.4922,0.2915,44
1,1,1,0,0,6,0,2,0.2372,0.2245,0.4598,0.3711,25
1,1,1,1,0,6,0,1,0.2968,0.2937,0.6008,0.3964,16
1,1,1,2,0,6,0,2,0.264,0.24,0.515,0.2146,5
1,1,1,3,0,6,0,2,0.0774,0.1187,0.6329,0.3513,7
1,1,1,4,0,6,0,2,0.1304,0.1169,0.8255,0.4556,13
1,1,1,5,1,6,0,1,0.2166,0.1829,0.6071,0.1596,26
1,1,1,6,0,6,0,3,0.2579,0.2554,0.6216,0.1516,67
1,1,1,7,0,6,0,2,0.2606,0.2225,0.7875,0.1344,186
1,1,1,8,0,6,0,1,0.2242,0.22,0.6438,0.1763,278
1,1,1,9,0,6,0,1,0.2757,0.3114,0.7248,0.359,159
1,1,1,10,0,6,0,1,0.2552,0.2411,0.5652,0.2598,153
1,1,1,11,0,6,0,1,0.2156,0.1642,0.5908,0.3635,159
1,1,1,12,0,6,0,1,0.2623,0.2367,0.5173,0.2285,177
1,1,1,13,0,6,0,2,0.1793,0.1947,0.6522,0.3291,120
1,1,1,14,0,6,0,1,0.2692,0.2589,0.6553,0.2747,125
1,1,1,15,0,6,0,1,0.1653,0.1781,0.6831,0.5855,107
1,1,1,16,0,6,0,1,0.2587,0.2268,0.649,0.6144,183
1,1,1,17,0,6,0,1,0.257,0.2318,0.5807,0.3689,262
1,1,1,18,0,6,0,1,0.2037,0.2125,0.6636,0.1127,236
1,1,1,19,0,6,0,1,0.2691,0.3039,0.7745,0.1848,150
1,1,1,20,0,6,0,2,0.3326,0.3044,0.6132,0.1533,108
1,1,1,21,0,6,0,2,0.1532,0.1467,0.4383,0.2045,95
1,1,1,22,0,6,0,2,0.2914,0.3098,0.4795,0.0817,68
1,1,1,23,0,6,0,1,0.3007,0.2896,0.6269,0.0613,73
1,1,1,0,0,0,1,1,0.212,0.2205,0.4938,0.5186,39
1,1,1,1,0,0,1,1,0.2826,0.2462,0.5372,0.2469,18
1,1,1,2,0,0,1,1,0.2087,0.1984,0.5338,0.3128,10
1,1,1,3,0,0,1,2,0.3145,0.2801,0.645,0.5547,8
1,1,1,4,0,0,1,2,0.0348,0.0,0.7878,0.3421,16
1,1,1,5,0,0,1,2,0.3277,0.2847,0.4187,0.5903,50
1,1,1,6,0,0,1,1,0.1487,0.1547,0.7203,0.0574,155
1,1,1,7,0,0,1,1,0.2328,0.2377,0.7151,0.4151,304
1,1,1,8,0,0,1,3,0.1695,0.1841,0.6295,0.3606,198
1,1,1,9,0,0,1,1,0.3313,0.33,0.5726,0.4719,226
1,1,1,10,0,0,1,1,0.2105,0.1933,0.6889,0.138,199
1,1,1,11,0,0,1,1,0.1886,0.1242,0.6044,0.5126,181
1,1,1,12,0,0,1,4,0.3049,0.2554,0.5782,0.6667,114
1,1,1,13,0,0,1,3,0.2778,0.297,0.3804,0.2039,159
1,1,1,14,0,0,1,1,0.2032,0.1677,0.6527,0.2281,185
1,1,1,15,0,0,1,1,0.1571,0.147,0.765,0.3786,199
1,1,1,16,0,0,1,2,0.1477,0.1422,0.43,0.0957,287
1,1,1,17,0,0,1,1,0.3158,0.2584,0.4913,0.5109,329
1,1,1,18,0,0,1,1,0.2558,0.253,0.5411,0.3274,366
1,1,1,19,0,0,1,1,0.2387,0.2726,0.5639,0.088,250
1,1,1,20,0,0,1,1,0.261,0.2474,0.5114,0.2203,182
1,1,1,21,0,0,1,1,0.0901,0.0775,0.7495,0.2252,138
1,1,1,22,0,0,1,2,0.2038,0.1589,0.8368,0.3671,109
1,1,1,23,0,0,1,2,0.2057,0.1872,0.6239,0.4044,66
1,1,1,0,0,1,1,2,0.2972,0.2986,0.5169,0.2659,37
1,1,1,1,0,1,1,1,0.1256,0.1192,0.6158,0.3758,21
1,1,1,2,0,1,1,1,0.3022,0.2739,0.4619,0.1055,10
1,1,1,3,0,1,1,3,0.3541,0.3666,0.5711,0.2923,7
1,1,1,4,0,1,1,1,0.1081,0.0949,0.662,0.0374,18
1,1,1,5,0,1,1,1,0.2296,0.2053,0.6749,0.257,50
1,1,1,6,0,1,1,1,0.2634,0.2545,0.6633,0.1544,121
1,1,1,7,0,1,1,1,0.2896,0.3143,0.5401,0.3443,302
1,1,1,8,0,1,1,2,0.077,0.0685,0.6121,0.1429,262
1,1,1,9,0,1,1,1,0.2521,0.2129,0.5542,0.2122,225
1,1,1,10,0,1,1,2,0.2132,0.2189,0.7018,0.6508,148
1,1,1,11,0,1,1,1,0.2087,0.1883,0.6464,0.314,236
1,1,1,12,0,1,1,2,0.3733,0.3713,0.7954,0.1226,251
1,1,1,13,0,1,1,2,0.2134,0.1413,0.6358,0.195,166
1,1,1,14,0,1,1,1,0.26,0.2481,0.4938,0.296,127
1,1,1,15,0,1,1,2,0.2201,0.2016,0.4512,0.1807,174
1,1,1,16,0,1,1,3,0.2454,0.2043,0.6156,0.5594,150
1,1,1,17,0,1,1,1,0.2672,0.2174,0.3168,0.5531,320
1,1,1,18,0,1,1,2,0.291,0.2681,0.5478,0.4357,280
1,1,1,19,0,1,1,2,0.1741,0.1333,0.5263,0.1791,187
1,1,1,20,0,1,1,2,0.2392,0.1382,0.5001,0.2309,187
1,1,1,21,0,1,1,1,0.2416,0.1943,0.6131,0.5406,181
1,1,1,22,0,1,1,1,0.1131,0.0709,0.472,0.2944,152
1,1,1,23,0,1,1,1,0.1617,0.1545,0.4066,0.2677,63
1,1,1,0,0,2,1,1,0.2929,0.2426,0.6542,0.2442,48
1,1,1,1,0,2,1,1,0.1982,0.1883,0.5514,0.4078,20
1,1,1,2,0,2,1,3,0.4134,0.3641,0.6355,0.2913,8
1,1,1,3,0,2,1,1,0.2979,0.3065,0.6162,0.1407,11
1,1,1,4,0,2,1,1,0.2621,0.2603,0.6589,0.2091,18
1,1,1,5,1,2,0,1,0.3362,0.3104,0.6209,0.0324,22
1,1,1,6,0,2,1,1,0.2846,0.2747,0.6652,0.2955,127
1,1,1,7,0,2,1,2,0.2434,0.2485,0.7986,0.1288,283
1,1,1,8,0,2,1,2,0.1315,0.1268,0.6352,0.4459,294
1,1,1,9,0,2,1,1,0.2771,0.2675,0.6625,0.1284,243
1,1,1,10,0,2,1,1,0.3283,0.2486,0.6087,0.2347,190
1,1,1,11,0,2,1,1,0.189,0.164,0.3683,0.2902,202
1,1,1,12,0,2,1,3,0.1027,0.0742,0.5792,0.1804,164
1,1,1,13,0,2,1,1,0.1557,0.1794,0.7568,0.218,212
1,1,1,14,0,2,1,1,0.3536,0.3242,0.6538,0.2736,190
1,1,1,15,0,2,1,1,0.2361,0.2041,0.5376,0.1673,204
1,1,1,16,1,2,0,1,0.3327,0.3335,0.6402,0.3522,123
1,1,1,17,0,2,1,1,0.2318,0.1747,0.4623,0.1271,386
1,1,1,18,0,2,1,3,0.1958,0.1834,0.6786,0.4938,230
1,1,1,19,0,2,1,1,0.3799,0.3016,0.5375,0.0769,265
1,1,1,20,0,2,1,1,0.2045,0.1727,0.6163,0.1919,195
1,1,1,21,0,2,1,1,0.2131,0.1885,0.4736,0.492,138
1,1,1,22,0,2,1,1,0.2628,0.2933,0.6217,0.0691,111
1,1,1,23,0,2,1,3,0.2102,0.1952,0.3076,0.3905,60
1,1,2,0,0,3,1,2,0.2871,0.246,0.5432,0.2655,32
1,1,2,1,0,3,1,3,0.2638,0.2466,0.5033,0.1049,11
1,1,2,2,0,3,1,3,0.2666,0.2965,0.5075,0.0865,10
1,1,2,3,0,3,1,2,0.1894,0.1183,0.1821,0.1256,9
1,1,2,4,0,3,1,2,0.1162,0.1336,0.5122,0.0618,16
1,1,2,5,0,3,1,2,0.1743,0.177,0.6262,0.264,46
1,1,2,6,0,3,1,2,0.1805,0.168,0.4876,0.4294,111
1,1,2,7,0,3,1,2,0.2531,0.2311,0.6503,0.0757,299
1,1,2,8,0,3,1,2,0.1755,0.2099,0.7026,0.3574,284
1,1,2,9,0,3,1,1,0.13,0.1451,0.6299,0.5405,207
1,1,2,10,0,3,1,2,0.1523,0.1136,0.6407,0.5673,120
1,1,2,11,0,3,1,1,0.2597,0.2474,0.6266,0.2338,228
1,1,2,12,0,3,1,2,0.2807,0.304,0.66,0.2833,182
1,1,2,13,0,3,1,2,0.1971,0.2034,0.5136,0.3083,199
1,1,2,14,0,3,1,2,0.2046,0.2022,0.4913,0.255,147
1,1,2,15,0,3,1,2,0.2756,0.2227,0.4945,0.5406,171
1,1,2,16,0,3,1,2,0.2442,0.3014,0.6749,0.2929,218
1,1,2,17,0,3,1,2,0.3156,0.3215,0.4927,0.2061,292
1,1,2,18,0,3,1,1,0.2216,0.264,0.5586,0.3234,316
1,1,2,19,0,3,1,1,0.1744,0.1747,0.5425,0.3156,244
1,1,2,20,0,3,1,1,0.3087,0.2927,0.615,0.2588,210
1,1,2,21,0,3,1,1,0.2108,0.1809,0.6687,0.0096,184
1,1,2,22,0,3,1,1,0.1774,0.1978,0.6687,0.6153,116
1,1,2,23,0,3,1,2,0.2951,0.3253,0.3792,0.0968,61
1,1,2,0,0,4,1,2,0.3362,0.3506,0.6345,0.3653,38
1,1,2,1,0,4,1,1,0.2476,0.3029,0.5874,0.2126,20
1,1,2,2,0,4,1,3,0.1645,0.1602,0.6138,0.1668,8
1,1,2,3,0,4,1,1,0.3422,0.3065,0.5525,0.5672,10
1,1,2,4,0,4,1,2,0.2611,0.2558,0.4969,0.148,15
1,1,2,5,0,4,1,1,0.2501,0.2618,0.709,0.5038,60
1,1,2,6,0,4,1,2,0.2065,0.1883,0.5685,0.3254,119
1,1,2,7,0,4,1,1,0.3138,0.2969,0.7394,0.4326,278
1,1,2,8,0,4,1,1,0.1572,0.1557,0.5891,0.6847,369
1,1,2,9,0,4,1,1,0.1505,0.1578,0.5922,0.2915,208
1,1,2,10,0,4,1,2,0.3674,0.3531,0.5098,0.2721,145
1,1,2,11,0,4,1,3,0.1744,0.172,0.5911,0.2191,178
1,1,2,12,0,4,1,2,0.3019,0.3059,0.704,0.2364,189
1,1,2,13,0,4,1,2,0.3313,0.3377,0.5778,0.1276,186
1,1,2,14,0,4,1,1,0.2495,0.2221,0.6183,0.0281,186
1,1,2,15,0,4,1,2,0.1731,0.1093,0.7887,0.4522,160
1,1,2,16,0,4,1,2,0.2788,0.2338,0.4498,0.2447,260
1,1,2,17,0,4,1,1,0.3322,0.3294,0.4818,0.3253,250
1,1,2,18,0,4,1,2,0.2587,0.2239,0.6304,0.288,274
1,1,2,19,0,4,1,1,0.1825,0.1813,0.3887,0.4035,256
1,1,2,20,0,4,1,1,0.2562,0.2417,0.6558,0.159,175
1,1,2,21,0,4,1,1,0.1378,0.133,0.4983,0.0261,174
1,1,2,22,0,4,1,2,0.1666,0.173,0.5402,0.1967,90
1,1,2,23,0,4,1,2,0.2167,0.2415,0.696,0.4498,65
1,1,2,0,0,5,0,1,0.2413,0.2287,0.4429,0.2271,24
1,1,2,1,0,5,0,3,0.1528,0.1139,0.3545,0.258,8
1,1,2,2,0,5,0,2,0.2545,0.2511,0.3394,0.3394,6
1,1,2,3,0,5,0,2,0.2735,0.2812,0.6276,0.6477,5
1,1,2,4,0,5,0,3,0.2219,0.1432,0.6945,0.2232,8
1,1,2,5,0,5,0,3,0.0859,0.0599,0.4647,0.3075,30
1,1,2,6,0,5,0,1,0.2443,0.233,0.7211,0.4027,98
1,1,2,7,0,5,0,3,0.364,0.3314,0.5854,0.3032,125
1,1,2,8,0,5,0,1,0.269,0.2596,0.5977,0.2475,299
1,1,2,9,0,5,0,1,0.2381,0.2074,0.7038,0.35,183
1,1,2,10,0,5,0,1,0.2109,0.2285,0.3789,0.2597,124
1,1,2,11,0,5,0,2,0.2774,0.2651,0.6701,0.1341,124
1,1,2,12,0,5,0,3,0.2516,0.185,0.3711,0.421,101
1,1,2,13,0,5,0,1,0.2865,0.2941,0.3968,0.6652,165
1,1,2,14,0,5,0,2,0.1602,0.1761,0.4158,0.4972,87
1,1,2,15,0,5,0,1,0.2455,0.2321,0.6612,0.3941,136
1,1,2,16,0,5,0,2,0.2047,0.1393,0.6681,0.5079,120
1,1,2,17,0,5,0,1,0.263,0.2769,0.6937,0.5247,270
1,1,2,18,0,5,0,2,0.1008,0.0651,0.5826,0.3813,170
1,1,2,19,0,5,0,2,0.2095,0.1882,0.5418,0.1679,113
1,1,2,20,0,5,0,1,0.275,0.244,0.6467,0.5224,116
1,1,2,21,0,5,0,3,0.2862,0.2287,0.5686,0.0875,83
1,1,2,22,0,5,0,3,0.2348,0.2233,0.6108,0.0267,60
1,1,2,23,0,5,0,1,0.0858,0.0875,0.5769,0.2513,53
1,1,2,0,0,6,0,2,0.2842,0.2734,0.5782,0.3168,24
1,1,2,1,0,6,0,2,0.3502,0.3264,0.8288,0.615,11
1,1,2,2,0,6,0,1,0.1805,0.1492,0.6934,0.3822,9
1,1,2,3,1,6,0,1,0.2095,0.2431,0.6424,0.6771,5
1,1,2,4,0,6,0,2,0.2957,0.2865,0.5389,0.183,10
1,1,2,5,0,6,0,2,0.2976,0.2546,0.5923,0.1015,39
1,1,2,6,0,6,0,2,0.3161,0.3135,0.7027,0.1241,78
1,1,2,7,0,6,0,2,0.3103,0.3057,0.6069,0.218,189
1,1,2,8,0,6,0,2,0.132,0.1439,0.5368,0.0329,227
1,1,2,9,0,6,0,1,0.2057,0.1945,0.385,0.5833,179
1,1,2,10,0,6,0,1,0.2831,0.2503,0.5408,0.323,99
1,1,2,11,0,6,0,1,0.2332,0.1805,0.6671,0.1775,157
1,1,2,12,0,6,0,1,0.2649,0.2357,0.4338,0.0556,187
1,1,2,13,0,6,0,2,0.2301,0.1689,0.7608,0.2391,127
1,1,2,14,0,6,0,2,0.2088,0.2073,0.6146,0.0974,89
1,1,2,15,0,6,0,1,0.2223,0.163,0.7533,0.1695,127
1,1,2,16,0,6,0,2,0.1607,0.142,0.5754,0.3224,171
1,1,2,17,0,6,0,1,0.1886,0.2011,0.3208,0.261,218
1,1,2,18,0,6,0,2,0.2346,0.2156,0.537,0.4148,230
1,1,2,19,0,6,0,3,0.2359,0.2223,0.5045,0.2468,127
1,1,2,20,0,6,0,1,0.279,0.2783,0.481,0.1968,150
1,1,2,21,0,6,0,2,0.2193,0.2237,0.6412,0.4083,76
1,1,2,22,0,6,0,1,0.3566,0.3699,0.4745,0.2368,89
1,1,2,23,0,6,0,1,0.3254,0.326,0.4103,0.1693,66
1,1,2,0,0,0,1,2,0.2064,0.2069,0.5062,0.3766,32
1,1,2,1,0,0,1,2,0.2555,0.1838,0.6817,0.2286,18
1,1,2,2,0,0,1,2,0.3265,0.3174,0.5497,0.3322,10
1,1,2,3,0,0,1,3,0.1968,0.2367,0.4726,0.2483,7
1,1,2,4,0,0,1,2,0.1893,0.1992,0.5321,0.3416,16
1,1,2,5,0,0,1,2,0.3326,0.345,0.7116,0.4711,52
1,1,2,6,0,0,1,1,0.29,0.2553,0.6387,0.3489,123
1,1,2,7,0,0,1,1,0.3168,0.2989,0.6443,0.5952,326
1,1,2,8,0,0,1,2,0.2637,0.2674,0.6369,0.3075,301
1,1,2,9,0,0,1,2,0.2238,0.2259,0.3819,0.2758,191
1,1,2,10,0,0,1,1,0.1477,0.164,0.5653,0.3606,171
1,1,2,11,0,0,1,1,0.2512,0.2046,0.7006,0.4122,176
1,1,2,12,0,0,1,1,0.3279,0.2877,0.3172,0.2164,204
1,1,2,13,0,0,1,1,0.3287,0.2734,0.3463,0.075,229
1,1,2,14,0,0,1,1,0.3166,0.3085,0.45,0.2562,189
1,1,2,15,0,0,1,2,0.2967,0.2763,0.4896,0.3771,163
1,1,2,16,0,0,1,2,0.3964,0.3707,0.5839,0.4798,239
1,1,2,17,0,0,1,4,0.133,0.1059,0.4235,0.2742,156
1,1,2,18,0,0,1,2,0.2578,0.2196,0.6394,0.3152,223
1,1,2,19,0,0,1,1,0.176,0.1673,0.8469,0.3724,205
1,1,2,20,0,0,1,2,0.3503,0.366,0.5106,0.4939,149
1,1,2,21,0,0,1,2,0.2029,0.2398,0.41,0.3279,122
1,1,2,22,0,0,1,2,0.3122,0.3437,0.5276,0.1374,105
1,1,2,23,0,0,1,2,0.2102,0.1856,0.6443,0.3445,55
1,1,2,0,0,1,1,2,0.2734,0.2243,0.5967,0.5586,38
1,1,2,1,0,1,1,1,0.2364,0.2511,0.667,0.3097,19
1,1,2,2,0,1,1,1,0.2431,0.2691,0.5451,0.3415,12
1,1,2,3,0,1,1,1,0.2674,0.2665,0.6178,0.7657,13
1,1,2,4,0,1,1,1,0.3084,0.2923,0.8864,0.2759,18
1,1,2,5,0,1,1,3,0.2364,0.2057,0.5306,0.1731,34
1,1,2,6,0,1,1,1,0.3064,0.3093,0.5773,0.2673,110
1,1,2,7,0,1,1,1,0.3167,0.3181,0.6327,0.5214,355
1,1,2,8,0,1,1,2,0.2148,0.2126,0.8784,0.1829,302
1,1,2,9,0,1,1,3,0.376,0.324,0.6814,0.1184,150
1,1,2,10,0,1,1,2,0.2962,0.2516,0.5913,0.352,145
1,1,2,11,0,1,1,1,0.2138,0.2003,0.5234,0.4397,209
1,1,2,12,0,1,1,1,0.287,0.3039,0.7403,0.0188,316
1,1,2,13,0,1,1,2,0.3167,0.3282,0.5683,0.3472,170
1,1,2,14,0,1,1,2,0.2853,0.2591,0.7616,0.3086,153
1,1,2,15,0,1,1,1,0.2582,0.1904,0.5472,0.2721,198
1,1,2,16,1,1,0,3,0.0024,0.0424,0.5071,0.084,89
1,1,2,17,0,1,1,2,0.1763,0.2047,0.4039,0.1774,321
1,1,2,18,0,1,1,2,0.2915,0.2807,0.6402,0.2762,278
1,1,2,19,0,1,1,1,0.1749,0.1533,0.3612,0.1866,308
1,1,2,20,0,1,1,3,0.28,0.2568,0.729,0.3451,155
1,1,2,21,0,1,1,2,0.306,0.3186,0.4061,0.4802,107
1,1,2,22,0,1,1,1,0.2361,0.2404,0.36,0.3629,108
1,1,2,23,0,1,1,1,0.1205,0.1016,0.5731,0.2155,67
1,1,2,0,0,2,1,1,0.1949,0.2512,0.6925,0.5026,43
1,1,2,1,0,2,1,1,0.2944,0.2338,0.5637,0.0873,18
1,1,2,2,0,2,1,1,0.3345,0.2997,0.6696,0.386,13
1,1,2,3,0,2,1,1,0.1008,0.0784,0.6163,0.2421,13
1,1,2,4,0,2,1,2,0.2521,0.2427,0.66,0.1268,14
1,1,2,5,0,2,1,2,0.1438,0.1705,0.7671,0.056,40
1,1,2,6,0,2,1,2,0.2528,0.265,0.4934,0.4455,83
1,1,2,7,0,2,1,2,0.2355,0.2275,0.5966,0.2417,288
1,1,2,8,0,2,1,1,0.4117,0.3513,0.3438,0.5384,390
1,1,2,9,0,2,1,1,0.2088,0.227,0.7422,0.0275,252
1,1,2,10,0,2,1,2,0.3199,0.2699,0.5372,0.4044,162
1,1,2,11,1,2,0,2,0.3171,0.2892,0.5847,0.0227,72
1,1,2,12,0,2,1,1,0.2328,0.2189,0.5392,0.0412,252
1,1,2,13,0,2,1,3,0.2548,0.2178,0.4966,0.2866,188
1,1,2,14,0,2,1,2,0.2465,0.2094,0.6686,0.2315,154
1,1,2,15,0,2,1,3,0.1944,0.2113,0.6462,0.4202,111
1,1,2,16,0,2,1,2,0.1884,0.2226,0.5117,0.4278,257
1,1,2,17,0,2,1,1,0.2178,0.2047,0.7862,0.1281,445
1,1,2,18,0,2,1,3,0.1668,0.1051,0.6807,0.3012,199
1,1,2,19,0,2,1,3,0.2115,0.2093,0.7715,0.2391,201
1,1,2,20,0,2,1,2,0.2328,0.2003,0.3542,0.1528,165
1,1,2,21,0,2,1,3,0.2578,0.2557,0.5028,0.3225,99
1,1,2,22,0,2,1,3,0.2775,0.2725,0.6949,0.376,73
1,1,2,23,0,2,1,2,0.2327,0.1647,0.4315,0.3957,65
1,1,2,0,0,3,1,1,0.1952,0.1737,0.5281,0.4566,33
1,1,2,1,0,3,1,2,0.2788,0.2834,0.4544,0.6045,14
1,1,2,2,0,3,1,2,0.3044,0.2864,0.6259,0.2945,11
1,1,2,3,0,3,1,2,0.215,0.1714,0.5372,0.1157,10
1,1,2,4,0,3,1,2,0.1802,0.1909,0.457,0.3131,17
1,1,2,5,0,3,1,2,0.2178,0.1569,0.7866,0.2769,44
1,1,2,6,0,3,1,4,0.2363,0.2315,0.6568,0.323,70
1,1,2,7,0,3,1,1,0.3292,0.2965,0.6543,0.1155,338
1,1,2,8,0,3,1,1,0.2976,0.2957,0.6027,0.3244,388
1,1,2,9,0,3,1,2,0.2488,0.2295,0.6817,0.1545,219
1,1,2,10,0,3,1,1,0.3821,0.3775,0.6457,0.0581,183
1,1,2,11,0,3,1,1,0.2466,0.2751,0.361,0.3075,176
1,1,2,12,0,3,1,2,0.348,0.3514,0.8141,0.4301,214
1,1,2,13,0,3,1,3,0.3345,0.3381,0.7943,0.3201,123
1,1,2,14,0,3,1,1,0.3296,0.3306,0.5296,0.3192,168
1,1,2,15,0,3,1,1,0.2715,0.2064,0.3849,0.079,254
1,1,2,16,0,3,1,1,0.2572,0.2467,0.4542,0.1137,282
1,1,2,17,0,3,1,2,0.2494,0.245,0.4581,0.4627,259
1,1,2,18,0,3,1,1,0.3085,0.3097,0.6209,0.5351,312
1,1,2,19,0,3,1,1,0.1938,0.1815,0.5362,0.3139,261
1,1,2,20,0,3,1,2,0.2306,0.2405,0.5123,0.17,152
1,1,2,21,0,3,1,3,0.3657,0.3187,0.6608,0.2919,110
1,1,2,22,0,3,1,1,0.2927,0.3378,0.5726,0.1215,128
1,1,2,23,0,3,1,2,0.3158,0.3168,0.7011,0.1743,53
1,1,2,0,0,4,1,2,0.1661,0.1302,0.5796,0.1418,34
1,1,2,1,0,4,1,1,0.2214,0.251,0.7895,0.2587,19
1,1,2,2,0,4,1,2,0.275,0.2277,0.8556,0.2213,9
1,1,2,3,0,4,1,1,0.2487,0.2366,0.6153,0.2306,12
1,1,2,4,0,4,1,1,0.1658,0.161,0.5488,0.0918,24
1,1,2,5,0,4,1,1,0.3048,0.2773,0.5791,0.2609,50
1,1,2,6,0,4,1,1,0.327,0.307,0.7141,0.3283,144
1,1,2,7,0,4,1,2,0.2316,0.2219,0.6917,0.1257,199
1,1,2,8,0,4,1,2,0.3073,0.2597,0.3583,0.3335,253
